Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Kobe Bryant,2m01,32,82,25.3,5.1,4.7
Pau Gasol,2m15,30,82,18.8,10.2,3.3
Lamar Odom,2m09,31,82,14.4,8.7,3
Andrew Bynum,2m13,23,54,11.3,9.4,1.4
Shannon Brown,1m93,25,82,8.7,1.9,1.2
Metta World Peace,2m01,31,82,8.5,3.3,2.1
Derek Fisher,1m86,36,82,6.8,1.9,2.7
Matt Barnes,2m01,30,53,6.7,4.3,1.3
Trey Johnson,1m94,26,1,6,0,0
Steve Blake,1m91,30,79,4,2,2.2
Devin Ebanks,2m08,21,20,3.1,1.4,0.1
Derrick Caracter,2m08,22,41,2,1,0.2
Sasha Vujacic,1m98,26,11,1.8,0.4,0.5
Luke Walton,2m04,30,54,1.7,1.2,1.1
Joe Smith,2m09,35,12,0.5,1.5,0.3
Theo Ratliff,2m09,37,10,0.2,1.3,0.3
