Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Kawhi Leonard,2m03,25,74,25.5,5.8,3.5
LaMarcus Aldridge,2m08,31,72,17.3,7.3,1.9
Pau Gasol,2m15,36,64,12.4,7.8,2.3
Tony Parker,1m86,34,63,10.1,1.8,4.5
Patty Mills,1m80,28,80,9.5,1.8,3.5
Manu Ginobili,2m01,39,69,7.5,2.3,2.7
Danny Green,1m98,29,68,7.3,3.3,1.8
David Lee,2m06,33,79,7.3,5.6,1.6
Jonathon Simmons,1m98,27,78,6.2,2.1,1.6
Dewayne Dedmon,2m13,27,76,5.1,6.5,0.6
Davis Bertans,2m08,24,66,4.6,1.5,0.7
Dejounte Murray,1m96,20,36,3.6,1.2,1.4
Nicolas Laprovittola,1m92,26,17,3.5,0.6,1.6
Kyle Anderson,2m02,23,71,3.5,2.9,1.3
Bryn Forbes,1m92,23,35,2.7,0.7,0.7
Joel Anthony,2m05,34,18,1.4,1.7,0.2
