Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Jimmy Butler,2m00,25,65,20,5.8,3.3
Pau Gasol,2m15,34,78,18.5,11.8,2.7
Derrick Rose,1m88,26,51,17.7,3.2,4.9
Aaron Brooks,1m82,29,82,11.6,2,3.2
Taj Gibson,2m05,29,62,10.3,6.4,1.1
Nikola Mirotic,2m08,23,82,10.2,4.9,1.2
Mike Dunleavy,2m06,34,63,9.4,3.9,1.8
Joakim Noah,2m10,29,67,7.2,9.6,4.7
Tony Snell,2m01,23,72,6,2.4,0.9
Kirk Hinrich,1m91,33,66,5.7,1.8,2.2
Doug McDermott,2m01,22,36,3,1.2,0.2
E'Twaun Moore,1m95,25,56,2.7,0.8,0.6
Nazr Mohammed,2m09,37,23,1.2,1.7,0.1
Cameron Bairstow,2m05,24,18,0.6,0.4,0.1
