Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Pau Gasol,2m15,22,82,19,8.8,2.8
Mike Miller,2m04,22,16,12.8,3.4,1.9
Jason Williams,1m86,27,76,12.1,2.8,8.3
Drew Gooden,2m10,21,51,12.1,5.8,1.2
Lorenzen Wright,2m12,27,70,11.4,7.5,1.1
Gordan Giricek,1m98,25,49,11.2,2.2,1.4
Wesley Person,1m99,31,66,11,2.9,1.7
Shane Battier,2m03,24,78,9.7,4.4,1.3
Stromile Swift,2m07,23,67,9.7,5.7,0.7
Mike Batiste,2m04,25,75,6.4,3.4,0.7
Earl Watson,1m85,23,79,5.5,2.1,2.8
Michael Dickerson,1m96,27,6,4.8,1,1.3
Chris Owens,2m03,23,1,4,1,0
Brevin Knight,1m79,27,55,3.9,1.5,4.2
Ryan Humphrey,2m03,23,13,2.2,2.3,0.3
Robert Archibald,2m11,22,12,1.6,1.4,0.3
Cezary Trybanski,2m18,23,15,0.9,0.9,0.1
