Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Pau Gasol,2m15,23,78,17.7,7.7,2.5
James Posey,2m04,26,82,13.7,4.9,1.5
Bonzi Wells,1m96,27,59,12.3,3.4,1.8
Mike Miller,2m04,23,65,11.1,3.3,3.6
Jason Williams,1m86,28,72,10.9,2,6.8
Stromile Swift,2m07,24,77,9.4,4.9,0.5
Lorenzen Wright,2m12,28,65,9.4,6.8,1.1
Shane Battier,2m03,25,79,8.5,3.8,1.3
Earl Watson,1m85,24,81,5.7,2.2,5
Wesley Person,1m99,32,16,5.2,1.1,1.4
Bo Outlaw,2m04,32,82,4.6,4.2,1.1
Iakovos Tsakalidis,2m18,24,40,4.3,3.2,0.5
Theron Smith,2m04,23,20,2.2,2.1,0.4
Troy Bell,1m83,23,6,1.8,0.7,0.7
Dahntay Jones,1m96,23,20,1.8,1.2,0.6
Ryan Humphrey,2m03,24,2,1,1.5,0.5
