Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
LaMarcus Aldridge,2m08,33,81,21.3,9.2,2.4
DeMar Derozan,2m00,29,77,21.2,6,6.2
Rudy Gay,2m05,32,69,13.7,6.8,2.6
Bryn Forbes,1m92,25,82,11.8,2.9,2.1
Marco Belinelli,1m94,32,79,10.5,2.5,1.7
Derrick White,1m93,24,67,9.9,3.7,3.9
Patty Mills,1m80,30,82,9.9,2.2,3
Davis Bertans,2m08,26,76,8,3.5,1.3
Jakob Poeltl,2m13,23,77,5.5,5.3,1.2
Pau Gasol,2m15,38,27,4.2,4.7,1.9
Dante Cunningham,2m05,31,64,3,2.9,0.8
Lonnie Walker,1m92,20,17,2.6,1,0.5
Donatas Motiejunas,2m13,28,3,2,1,0.3
Quincy Pondexter,2m00,30,53,1.8,0.9,0.5
Drew Eubanks,2m09,21,23,1.8,1.5,0.3
Chimezie Metu,2m11,21,29,1.8,1.2,0.4
