Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Kobe Bryant,2m01,31,73,27,5.4,5
Pau Gasol,2m15,29,65,18.3,11.3,3.4
Andrew Bynum,2m13,22,65,15,8.3,1
Metta World Peace,2m01,30,77,11,4.3,3
Lamar Odom,2m09,30,82,10.8,9.8,3.3
Shannon Brown,1m93,24,82,8.1,2.2,1.3
Derek Fisher,1m86,35,82,7.5,2.1,2.5
Jordan Farmar,1m87,23,82,7.2,1.6,1.5
Sasha Vujacic,1m98,25,66,2.8,1.2,0.6
Josh Powell,2m05,26,63,2.7,1.8,0.6
Adam Morrison,2m03,25,31,2.4,1,0.6
Luke Walton,2m04,29,29,2.4,1.3,1.4
Didier Mbenga,2m13,29,49,2.1,1.8,0.2
