Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Pau Gasol,2m15,26,59,20.8,9.8,3.4
Mike Miller,2m04,26,70,18.5,5.4,4.3
Chucky Atkins,1m81,32,75,13.2,1.9,4.6
Hakim Warrick,2m04,24,82,12.7,5.1,0.9
Rudy Gay,2m05,20,78,10.8,4.5,1.3
Stromile Swift,2m07,27,54,7.8,4.6,0.3
Tarence Kinsey,2m00,22,48,7.7,2,0.9
Damon Stoudamire,1m79,33,62,7.5,2.2,4.8
Dahntay Jones,1m96,26,78,7.5,2,0.9
Kyle Lowry,1m85,20,10,5.6,3.1,3.2
Eddie Jones,1m99,35,29,5.6,2.1,1.1
Lorinza Harrington,1m92,26,29,5.2,2.3,3.1
Lawrence Roberts,2m06,24,54,5.2,4.8,0.6
Brian Cardinal,2m04,29,28,4.5,2.1,1.1
Alexander Johnson,2m08,23,59,4.4,3.1,0.3
Iakovos Tsakalidis,2m18,27,23,2.3,2.8,0.1
Scott Padgett,2m04,30,7,0.3,1.3,0
Will Conroy,1m87,24,3,0,0.7,0.3
