Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Kobe Bryant,2m01,33,58,27.9,5.4,4.6
Andrew Bynum,2m13,24,60,18.7,11.8,1.4
Pau Gasol,2m15,31,65,17.4,10.4,3.6
Ramon Sessions,1m90,25,23,12.7,3.8,6.2
Christian Eyenga,1m98,22,1,8,2,1
Matt Barnes,2m01,31,63,7.8,5.5,2
Metta World Peace,2m01,32,64,7.7,3.4,2.2
Derek Fisher,1m86,37,43,5.9,2.1,3.3
Steve Blake,1m91,31,53,5.2,1.6,3.3
Jordan Hill,2m08,24,7,4.7,4.4,0.3
Andrew Goudelock,1m91,23,40,4.4,0.8,0.5
Devin Ebanks,2m08,22,24,4,2.3,0.5
Troy Murphy,2m11,31,59,3.2,3.2,0.9
Josh McRoberts,2m08,24,50,2.8,3.4,1
Darius Morris,1m95,20,19,2.4,0.8,1.1
Jason Kapono,2m04,30,27,2,0.5,0.4
Luke Walton,2m04,31,9,1.3,1.6,0.6
