Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Pau Gasol,2m15,24,56,17.8,7.3,2.4
Mike Miller,2m04,24,76,13.4,3.9,2.9
Bonzi Wells,1m96,28,69,10.4,3.3,1.2
Jason Williams,1m86,29,71,10.1,1.7,5.6
Stromile Swift,2m07,25,60,10.1,4.6,0.7
Shane Battier,2m03,26,80,9.9,5.2,1.6
Lorenzen Wright,2m12,29,80,9.6,7.7,1.1
Brian Cardinal,2m04,27,58,9,3.9,2
James Posey,2m04,27,50,8.1,4.4,1.8
Earl Watson,1m85,25,80,7.7,2.1,4.5
Dahntay Jones,1m96,24,52,4.5,1.3,0.4
Antonio Burks,1m79,24,24,3,0.5,1.2
Ryan Humphrey,2m03,25,35,2.9,2.5,0.2
Iakovos Tsakalidis,2m18,25,31,2.5,1.8,0.3
Andre Emmett,1m96,22,8,0.9,0.3,0
