Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Tony Parker,1m86,31,23,17.4,2,4.8
Tim Duncan,2m14,37,23,16.3,9.2,2
Manu Ginobili,2m01,36,23,14.3,3.3,4.1
Kawhi Leonard,2m03,22,23,14.3,6.7,1.7
Danny Green,1m98,26,23,9.3,3,0.9
Boris Diaw,2m03,31,23,9.2,4.8,3.4
Tiago Splitter,2m10,28,23,7.5,6.1,2
Patty Mills,1m80,25,23,7.3,1.5,1.4
Marco Belinelli,1m94,27,23,5.4,2.3,0.8
Cory Joseph,1m92,22,17,2.8,0.5,0.5
Aron Baynes,2m08,27,14,2.3,2.2,0
Matt Bonner,2m10,33,22,1.2,0.6,0.5
Jeff Ayres,2m09,26,17,1,1.1,0.3
Austin Daye,2m08,25,1,0,1,0
