Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Tim Duncan,2m14,22,17,23.2,11.5,2.8
David Robinson,2m17,33,17,15.6,9.9,2.5
Avery Johnson,1m81,33,17,12.6,2.5,7.4
Sean Elliott,2m04,30,17,11.9,3.4,2.6
Jaren Jackson,1m99,31,17,8.2,2.4,1.1
Mario Elie,1m96,35,17,7.9,3.5,2.9
Malik Rose,2m01,24,17,2.7,2.3,0.2
Jerome Kersey,2m01,36,14,2.6,2.1,0.3
Steve Kerr,1m91,33,11,2.2,0.8,0.7
Antonio Daniels,1m94,23,15,1.8,0.7,1.1
Will Perdue,2m14,33,12,1.1,2.3,0
Gerard King,2m07,26,8,0.5,0.5,0.1
