Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Tim Duncan,2m14,30,20,22.2,11.5,3.3
Tony Parker,1m86,24,20,20.8,3.4,5.8
Manu Ginobili,2m01,29,20,16.7,5.5,3.7
Michael Finley,2m01,33,20,11.3,2.9,1.1
Bruce Bowen,2m01,35,20,6.5,4.1,1.3
Fabricio Oberto,2m08,31,20,5.6,4.9,0.7
Robert Horry,2m09,36,18,4.3,3.9,1.6
Francisco Elson,2m12,30,20,3.3,3.1,0.1
Brent Barry,1m99,35,19,3.1,1.3,1.1
Jacque Vaughn,1m86,31,20,2.2,0.5,1.4
Matt Bonner,2m10,26,9,0.8,0.3,0
Beno Udrih,1m92,24,8,0.3,0.1,0.1
