Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Jayson Tatum,2m05,25,19,25,9.7,6.3
Jaylen Brown,2m00,27,19,23.9,5.9,3.3
Derrick White,1m93,29,19,16.7,4.3,4.1
Jrue Holiday,1m90,33,19,13.2,6.1,4.4
Kristaps Porzingis,2m18,28,7,12.3,4.4,1.1
Al Horford,2m03,37,19,9.2,7,2.1
Payton Pritchard,1m85,25,19,6.4,1.9,2.1
Sam Hauser,2m01,26,19,5.4,2.2,0.6
Luke Kornet,2m18,28,13,3,3.2,0.5
Oshae Brissett,2m03,25,10,1.6,1.4,0
Xavier Tillman,2m02,24,8,1.5,1.8,0.4
Neemias Queta,2m13,24,3,1.3,1,0
Sviatoslav Mykhailiuk,1m96,26,8,1,0.6,0.1
Jaden Springer,1m93,21,4,1,0.8,0.3
Jordan Walsh,2m00,19,3,0.7,0.7,0
