Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Marshon Brooks,1m95,28,7,20.1,3,3.6
Tyreke Evans,1m98,28,52,19.4,5.1,5.2
Marc Gasol,2m15,32,73,17.2,8.1,4.2
Mike Conley,1m85,30,12,17.1,2.3,4.1
Dillon Brooks,1m96,21,82,11,3.1,1.6
Jamychal Green,2m03,27,55,10.3,8.4,1.4
Andrew Harrison,1m95,23,56,9.5,2.3,3.2
Wayne Selden,1m96,23,35,9.3,1.6,1.9
Chandler Parsons,2m08,29,36,7.9,2.5,1.9
Jarell Martin,2m08,23,73,7.7,4.4,1
Mario Chalmers,1m88,31,66,7.7,2.4,3
Ben McLemore,1m96,24,56,7.5,2.5,0.9
James Ennis,2m01,27,45,6.9,3.5,1.1
Kobi Simmons,1m97,20,32,6.1,1.6,2.1
Deyonta Davis,2m08,21,62,5.8,4,0.6
Xavier Rathan-Mayes,1m93,23,5,5.8,1,3.6
Ivan Rabb,2m08,20,36,5.6,4.4,0.9
Omari Johnson,2m05,29,4,5.5,2.8,1.8
Myke Henry,1m98,25,20,5.4,1.9,1.1
Brandan Wright,2m06,30,27,5,3.4,0.5
Briante Weber,1m92,25,5,4.8,3.4,1.8
Marquis Teague,1m90,24,3,3.7,2,4.3
Brice Johnson,2m05,23,9,3,2,0.1
Vince Hunter,2m03,23,4,1.5,0.8,0
