Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Zach Randolph,2m06,29,75,20.1,12.2,2.2
Rudy Gay,2m05,24,54,19.8,6.2,2.8
Mike Conley,1m85,23,81,13.7,3,6.5
Marc Gasol,2m15,25,81,11.7,7,2.5
O.J. Mayo,1m93,23,71,11.3,2.4,2
Darrell Arthur,2m06,22,80,9.1,4.3,0.7
Tony Allen,1m93,28,72,8.9,2.7,1.4
Sam Young,1m98,25,78,7.3,2.4,0.9
Leon Powe,2m03,26,16,5.5,1.6,0.3
Shane Battier,2m03,32,23,5,4,1.4
Xavier Henry,2m00,19,38,4.3,1,0.5
Greivis Vasquez,2m00,23,70,3.6,1,2.2
Hamed Haddadi,2m18,25,30,2.5,2.3,0.2
Jason Williams,1m86,35,11,1.9,0.7,2.5
Ishmael Smith,1m85,22,15,1.8,0.3,1
DeMarre Carroll,2m00,24,7,1.4,1.1,0.3
Hasheem Thabeet,2m21,23,45,1.2,1.7,0.1
Acie Law,1m90,25,11,1.1,1,1.3
Rodney Carney,2m00,26,2,1,0.5,0
