Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Mike Conley,1m85,29,69,20.5,3.5,6.3
Marc Gasol,2m15,31,74,19.5,6.3,4.6
Zach Randolph,2m06,35,73,14.1,8.2,1.7
Tony Allen,1m93,34,71,9.1,5.5,1.4
Jamychal Green,2m03,26,77,8.9,7.1,1.1
Troy Daniels,1m95,25,67,8.2,1.5,0.7
Vince Carter,2m01,39,73,8,3.1,1.8
Brandan Wright,2m06,29,28,6.8,2.8,0.5
James Ennis,2m01,26,64,6.7,4.1,1
Chandler Parsons,2m08,28,34,6.2,2.5,1.6
Andrew Harrison,1m95,22,72,5.9,1.9,2.8
Troy Williams,2m01,22,24,5.3,1.8,0.8
Wayne Selden,1m96,22,11,5,1,1.1
Toney Douglas,1m89,30,24,4.9,2.5,2.3
Jarell Martin,2m08,22,42,3.9,3.8,0.2
Graham Beatty,2m04,35,15,3.6,1.7,2.2
Wade Baldwin,1m93,20,18,2.9,1.1,1.6
Deyonta Davis,2m08,20,36,1.6,1.7,0.1
