Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Rudy Gay,2m05,26,42,17.2,5.9,2.6
Zach Randolph,2m06,31,76,15.4,11.2,1.4
Mike Conley,1m85,25,80,14.6,2.8,6.1
Marc Gasol,2m15,27,80,14.1,7.8,4
Tony Allen,1m93,30,79,8.9,4.6,1.2
Tayshaun Prince,2m05,32,37,8.8,4.2,2.3
Jerryd Bayless,1m88,24,80,8.7,2.2,3.3
Marreese Speights,2m10,25,40,6.6,4.7,0.5
Quincy Pondexter,2m00,24,59,6.4,2.2,1
Darrell Arthur,2m06,24,59,6.1,2.9,0.6
Wayne Ellington,1m93,25,40,5.5,1.3,1.1
Ed Davis,2m08,23,36,5.1,4.4,0.2
Keyon Dooling,1m91,32,7,4.4,0.1,1.1
Austin Daye,2m08,24,31,4,1.9,0.7
Chris Johnson,1m98,22,8,3.6,1.4,0.3
Tony Wroten,1m98,19,35,2.6,0.8,1.2
Josh Selby,1m88,21,10,2,0.5,0.4
Jon Leuer,2m10,23,19,1.8,1.3,0.2
Hamed Haddadi,2m18,27,13,1.2,1.8,0.3
Dexter Pittman,2m10,24,7,0.3,0.7,0
