Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Rudy Gay,2m05,22,79,18.9,5.5,1.7
O.J. Mayo,1m93,21,82,18.5,3.8,3.2
Marc Gasol,2m15,23,82,11.9,7.4,1.7
Hakim Warrick,2m04,26,82,11.6,5,0.8
Mike Conley,1m85,21,82,10.9,3.4,4.3
Kyle Lowry,1m85,22,49,7.6,2.3,3.6
Darrell Arthur,2m06,20,76,5.6,4.6,0.6
Darko Milicic,2m12,23,61,5.5,4.3,0.6
Quinton Ross,1m98,27,68,3.9,1.9,0.7
Darius Miles,2m07,27,34,3.5,1.7,0.5
Javaris Crittenton,1m96,21,7,2.7,0.9,0.7
Marko Jaric,1m98,30,53,2.6,1.2,1.4
Hamed Haddadi,2m18,23,19,2.5,2.5,0.4
Greg Buckner,1m94,32,63,2.5,2.1,0.9
Adonal Foyle,2m09,33,1,0,0,0
