Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Marc Gasol,2m15,30,52,16.6,7,3.8
Mike Conley,1m85,28,56,15.3,2.9,6.1
Zach Randolph,2m06,34,68,15.3,7.8,2.1
Lance Stephenson,1m98,25,26,14.2,4.4,2.8
Jeff Green,2m03,29,53,12.2,4.5,1.8
Mario Chalmers,1m88,29,55,10.8,2.6,3.8
Courtney Lee,1m95,30,51,10,2.3,1.5
Matt Barnes,2m01,35,76,10,5.5,2.1
Jordan Farmar,1m87,29,12,9.2,2.1,3.1
Tony Allen,1m93,33,64,8.4,4.6,1.1
Jamychal Green,2m03,25,78,7.4,4.8,0.9
Brandan Wright,2m06,28,12,6.9,3.6,0.5
Ray McCallum,1m90,24,10,6.9,1.6,2.7
P.J. Hairston,1m98,23,18,6.9,2.6,0.5
Vince Carter,2m01,38,60,6.6,2.4,0.9
Beno Udrih,1m92,33,8,5.9,1.1,3.3
Xavier Munford,1m93,23,14,5.7,2.2,1.6
Jarell Martin,2m08,21,27,5.7,3.2,0.6
Alex Stepheson,2m05,28,4,5,6.5,0.5
Briante Weber,1m92,23,6,4.8,4,3.3
Chris Andersen,2m08,37,20,4.6,4.5,0.5
Ryan Hollins,2m13,31,32,3.6,2.7,0.3
Jordan Adams,1m95,21,2,3.5,1,1.5
James Ennis,2m01,25,10,1.6,0.7,0.2
Elliot Williams,1m96,26,5,1.6,0.8,0.8
Russ Smith,1m82,24,15,1.5,0.6,0.7
Bryce Cotton,1m87,23,5,0.8,0,0
Jarnell Stokes,2m03,21,2,0,1,0
