Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Marc Gasol,2m15,29,81,17.4,7.8,3.8
Zach Randolph,2m06,33,71,16.1,10.5,2.2
Mike Conley,1m85,27,70,15.8,3,5.4
Jeff Green,2m03,28,45,13.1,4.2,1.8
Courtney Lee,1m95,29,77,10.1,2.3,2
Tony Allen,1m93,32,63,8.6,4.4,1.4
Beno Udrih,1m92,32,79,7.7,1.8,2.8
Tayshaun Prince,2m05,34,26,7.3,3.2,1.4
Vince Carter,2m01,37,66,5.8,2,1.2
Kosta Koufos,2m13,25,81,5.2,5.3,0.5
Jon Leuer,2m10,25,63,4.5,3.3,0.7
Quincy Pondexter,2m00,26,30,4.5,1.9,0.9
Nick Calathes,1m96,25,58,4.2,1.8,2.5
Russ Smith,1m82,23,6,4.2,0.5,1
Jordan Adams,1m95,20,30,3.1,0.9,0.5
Jarnell Stokes,2m03,20,19,3,1.8,0.2
Jamychal Green,2m03,24,20,2.7,2,0.2
Tyrus Thomas,2m00,28,2,2,0,0.5
Kalin Lucas,1m85,25,1,0,0,0
