Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Pascal Siakam,2m06,25,60,22.9,7.3,3.5
Kyle Lowry,1m85,33,58,19.4,5,7.5
Fred Van Vleet,1m77,25,54,17.6,3.8,6.6
Norman Powell,1m92,26,52,16,3.7,1.8
Serge Ibaka,2m08,30,55,15.4,8.2,1.4
Ogugua Anunoby,2m04,22,69,10.6,5.3,1.6
Terence Davis,1m93,22,72,7.5,3.3,1.6
Marc Gasol,2m15,34,44,7.5,6.3,3.3
Rondae Hollis-Jefferson,2m00,24,60,7,4.7,1.8
Chris Boucher,2m08,26,62,6.6,4.5,0.4
Matt Thomas,1m91,25,41,4.9,1.5,0.5
Patrick McCaw,1m92,24,37,4.6,2.3,2.1
Paul Watson,2m01,25,8,3.9,1.9,0.6
Stanley Johnson,1m98,23,25,2.4,1.5,0.8
Dewan Hernandez,2m09,23,6,2.3,2.3,0.5
Shamorie Ponds,1m85,21,4,2.3,0.3,0.5
Oshae Brissett,2m03,21,19,1.9,1.4,0.4
Malcolm Miller,2m01,26,28,1.3,0.6,0.4
