Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Glen Rice,2m04,29,3,27.7,3.7,3.7
Vlade Divac,2m17,28,3,18,8.7,3.3
Tyrone Bogues,1m61,31,2,16,1.5,2.5
Anthony Mason,2m04,30,3,13,12,3
Tony Delk,1m89,22,3,10.3,3.3,2
Ricky Pierce,1m94,37,3,7.7,2.7,1.3
Dell Curry,1m96,32,3,4.7,0.3,1.7
Matt Geiger,2m17,27,3,2,2.7,0.7
Malik Rose,2m01,22,2,2,2.5,0.5
Charles Anton Smith,1m94,28,2,0.5,0.5,1
Donald Royal,2m03,30,1,0,2,0
