Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Rod Strickland,1m91,30,3,19.7,6,8.3
Juwan Howard,2m07,23,3,18.7,6,1.7
Tracy Murray,2m01,25,3,18.3,3,0.7
Chris Webber,2m09,23,3,15.7,8,3.3
Calbert Cheaney,2m01,25,3,15,3.7,1.3
Gheorghe Muresan,2m32,25,3,5,6,0
Chris Whitney,1m84,25,3,2.3,0.7,0.7
Tim Legler,1m94,30,3,0.3,0.3,0.7
Harvey Grant,2m07,31,3,0,1.3,0
Jaren Jackson,1m99,29,3,0,0.7,0.3
Lorenzo Williams,2m07,27,2,0,0,0
