Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Rasheed Wallace,2m12,22,4,19.8,6,1.5
Kenny Anderson,1m86,26,4,17,4.3,4.8
Isaiah Rider,1m96,25,4,13.3,2,4.3
Clifford Robinson,2m09,30,4,12,6.8,3
Arvydas Sabonis,2m22,32,4,11.3,6.5,2.3
Gary Trent,2m04,22,4,8,3,1
Chris Dudley,2m12,31,4,3,7,0.8
Dontonio Wingfield,2m04,22,3,2.7,0.7,0.3
Stacey Augmon,2m04,28,4,1.8,0.3,0.8
Rumeal Robinson,1m89,30,4,1.3,0.3,1.3
Mitchell Butler,1m96,26,2,1,0.5,0
Jermaine O'Neal,2m12,18,2,0,0.5,0
