Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Kobe Bryant,2m01,31,23,29.2,6,5.5
Pau Gasol,2m15,29,23,19.6,11.1,3.5
Metta World Peace,2m01,30,23,11.2,4,2.1
Derek Fisher,1m86,35,23,10.3,2.5,2.8
Lamar Odom,2m09,30,23,9.7,8.6,2
Andrew Bynum,2m13,22,23,8.6,6.9,0.5
Shannon Brown,1m93,24,23,4.9,1.3,0.9
Jordan Farmar,1m87,23,23,4.6,1.2,1.4
Adam Morrison,2m03,25,2,4,2.5,0.5
Sasha Vujacic,1m98,25,10,3.1,0.8,0.5
Didier Mbenga,2m13,29,3,1.7,1.7,0.3
Luke Walton,2m04,29,16,1.1,0.5,0.9
Josh Powell,2m05,26,13,0.7,0.5,0.1
