Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Kobe Bryant,2m01,33,12,30,4.8,4.3
Andrew Bynum,2m13,24,12,16.7,11.1,1.5
Pau Gasol,2m15,31,12,12.5,9.5,3.7
Metta World Peace,2m01,32,6,11.7,3.5,2.3
Ramon Sessions,1m90,25,12,9.7,3,3.6
Steve Blake,1m91,31,12,6.3,2.8,2.3
Jordan Hill,2m08,24,12,4.8,6.3,0.1
Devin Ebanks,2m08,22,9,4.1,2.2,0.7
Matt Barnes,2m01,31,11,3.5,3.3,1.5
Darius Morris,1m95,20,4,2.5,0,0.8
Christian Eyenga,1m98,22,3,1.3,0.7,0.3
Andrew Goudelock,1m91,23,4,1.3,0.3,0
Troy Murphy,2m11,31,4,0.8,0.8,0
Josh McRoberts,2m08,24,6,0.3,0.7,0.2
