Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Kobe Bryant,2m01,32,10,22.8,3.4,3.3
Andrew Bynum,2m13,23,10,14.4,9.6,0.8
Pau Gasol,2m15,30,10,13.1,7.8,3.8
Lamar Odom,2m09,31,10,12.1,6.5,2.1
Metta World Peace,2m01,31,9,10.6,4.6,2.2
Derek Fisher,1m86,36,10,8.2,2.7,3.6
Shannon Brown,1m93,25,10,7.2,1.9,0.7
Matt Barnes,2m01,30,10,3.6,2.8,0.5
Steve Blake,1m91,30,9,2.2,1.6,2.2
Trey Johnson,1m94,26,3,1,1.3,0.3
Joe Smith,2m09,35,5,0,0.2,0
Theo Ratliff,2m09,37,1,0,1,0
Luke Walton,2m04,30,1,0,1,0
