Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Kawhi Leonard,2m03,25,12,27.7,7.8,4.6
LaMarcus Aldridge,2m08,31,16,16.5,7.4,1.5
Tony Parker,1m86,34,8,15.9,2.5,3.1
Jonathon Simmons,1m98,27,15,10.5,1.9,1.9
Patty Mills,1m80,28,16,10.3,2.1,2.7
Danny Green,1m98,29,16,7.8,3.6,1.4
Pau Gasol,2m15,36,16,7.7,7.1,1.9
Manu Ginobili,2m01,39,16,6.6,2.4,2.4
Dejounte Murray,1m96,20,11,5.7,2.5,2.5
Kyle Anderson,2m02,23,15,5.5,3.1,1.7
David Lee,2m06,33,15,4.1,3.8,0.7
Dewayne Dedmon,2m13,27,12,3.8,3.9,0.3
Bryn Forbes,1m92,23,6,3.3,1,0.5
Davis Bertans,2m08,24,13,2.8,1.5,0.2
Joel Anthony,2m05,34,3,2,1.3,0
