Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Giannis Antetokounmpo,2m11,26,61,28.3,11.1,5.9
Khris Middleton,2m02,29,68,20.2,6,5.5
Jrue Holiday,1m90,30,59,17.6,4.6,6
Elijah Bryant,1m96,25,1,16,6,3
Brook Lopez,2m13,32,70,12.1,5,0.7
Bobby Portis,2m05,25,66,11.3,7,1.1
Donte DiVincenzo,1m93,23,66,10.3,5.7,3
Bryn Forbes,1m92,27,70,10.1,1.6,0.6
Justin Jackson,2m03,25,1,9,6,1
Pat Connaughton,1m96,27,69,7,4.8,1.1
Jeff Teague,1m88,32,21,6.6,1.5,2.8
D.J. Augustin,1m83,33,37,6,1.2,2.9
Jordan Nwora,2m03,22,29,5.6,2,0.2
D.J. Wilson,2m08,24,12,3.3,2,0.3
Mamadi Diakite,2m06,23,14,3.1,2.4,0.6
Rodions Kurucs,2m06,22,5,3,1.8,0.8
Sam Merrill,1m95,24,29,3,1,0.7
Thanasis Antetokounmpo,2m01,28,58,2.9,2.1,0.7
Torrey Craig,1m98,30,18,2.6,2.1,0.8
P.J. Tucker,1m98,35,20,2.6,2.8,0.8
Axel Toupane,2m01,28,8,1.8,0.8,0.5
Jaylen Adams,1m88,24,7,0.6,0.7,0.3
