Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Michael Jordan,1m99,33,82,29.6,5.9,4.3
Scottie Pippen,2m01,31,82,20.2,6.5,5.7
Toni Kukoc,2m12,28,57,13.2,4.6,4.5
Luc Longley,2m19,27,59,9.1,5.6,2.4
Steve Kerr,1m91,31,82,8.1,1.6,2.1
Jason Caffey,2m04,23,75,7.3,4,1.2
Bison Dele,2m05,27,9,7,3.7,1.3
Ron Harper,1m99,32,76,6.3,2.5,2.5
Dennis Rodman,2m04,35,55,5.7,16.1,3.1
Randy Brown,1m89,28,72,4.7,1.5,1.8
Bill Wennington,2m14,33,61,4.6,2.1,0.7
Robert Parish,2m17,43,43,3.7,2.1,0.5
Dickey Simpkins,2m09,24,48,1.9,1.9,0.6
Jud Buechler,1m99,28,76,1.8,1.7,0.8
Matt Steigenga,2m01,26,2,1.5,1.5,1
