Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Michael Jordan,1m99,25,81,32.5,8,8
Scottie Pippen,2m01,23,73,14.4,6.1,3.5
Bill Cartwright,2m17,31,78,12.4,6.7,1.2
Horace Grant,2m09,23,79,12,8.6,2.1
Craig Hodges,1m90,28,49,10,1.7,2.8
Sam Vincent,1m88,25,70,9.4,2.7,4.8
John Paxson,1m88,28,78,7.3,1.2,3.9
Brad Sellers,2m13,26,80,6.9,2.8,1.2
David Corzine,2m11,32,81,5.9,3.9,1.3
Charles Davis,2m01,30,49,3.8,2.3,0.6
Will Perdue,2m14,23,30,2.2,1.5,0.4
Jack Haley,2m08,24,51,2.2,1.4,0.2
Anthony Jones,1m98,26,8,1.5,1,0.5
Ed Nealy,2m01,28,13,0.8,1.8,0.5
Dominic Pressley,1m88,24,3,0.7,0.3,1.3
David Wood,2m04,24,2,0,0,0
