Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Michael Jordan,1m99,23,82,37.1,5.2,4.6
Charles Oakley,2m07,23,82,14.5,13.1,3.6
John Paxson,1m88,26,82,11.3,1.7,5.7
Gene Banks,2m01,27,63,9.7,4.9,2.7
Brad Sellers,2m13,24,80,8.5,4.7,1.3
David Corzine,2m11,30,82,8.3,6.6,2.6
Sedale Threatt,1m88,25,40,7.9,1.3,4.4
Earl Cureton,2m06,29,43,6.9,5.3,1.6
Steve Colter,1m90,24,27,4.9,1.6,3.5
Michael Brown,2m08,23,62,4.2,3.5,0.4
Elston Turner,2m00,27,70,3.5,1.6,1.5
Ben Poquette,2m05,31,21,2.4,1.1,0.3
Peter Myers,2m01,23,29,2.3,0.6,0.7
Granville Waiters,2m13,25,44,1.9,2,0.5
Perry Young,1m96,23,5,1,0.2,0
Frederick Cofield,1m94,24,5,0.8,1,0.8
Darren Daye,2m02,26,1,0,1,1
