Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Michael Jordan,1m99,27,82,31.5,6,5.5
Scottie Pippen,2m01,25,82,17.8,7.3,6.2
Horace Grant,2m09,25,78,12.8,8.4,2.3
Bill Cartwright,2m17,33,79,9.6,6.2,1.6
B.J. Armstrong,1m88,23,82,8.8,1.8,3.7
John Paxson,1m88,30,82,8.7,1.1,3.6
Stacey King,2m12,23,76,5.5,2.7,0.9
Craig Hodges,1m90,30,73,5,0.6,1.3
Dennis Hopson,1m96,25,61,4.3,1.8,1.1
Will Perdue,2m14,25,74,4.1,4.5,0.6
Cliff Levingston,2m03,29,78,4,2.9,0.7
Scott Williams,2m09,22,51,2.5,1.9,0.3
