Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Michael Jordan,1m99,24,82,35,5.5,5.9
Sam Vincent,1m88,24,29,13,3.6,8.4
Charles Oakley,2m07,24,82,12.4,13,3
David Corzine,2m11,31,80,10.1,6.6,1.9
Brad Sellers,2m13,25,82,9.5,3,1.7
Scottie Pippen,2m01,22,79,7.9,3.8,2.1
John Paxson,1m88,27,81,7.9,1.3,3.7
Horace Grant,2m09,22,81,7.7,5.5,1.1
Sedale Threatt,1m88,26,45,6.6,1.2,2.4
Rory Sparrow,1m88,29,55,4.5,1.3,2.9
Michael Brown,2m08,24,46,4.3,3.5,0.6
Artis Gilmore,2m19,38,24,4.2,2.6,0.4
Elston Turner,2m00,28,17,1,0.6,0.5
Granville Waiters,2m13,26,22,0.8,1.3,0
Tony White,1m90,22,2,0,0,0
