Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Michael Jordan,1m99,28,80,30.1,6.4,6.1
Scottie Pippen,2m01,26,82,21,7.7,7
Horace Grant,2m09,26,81,14.2,10,2.7
B.J. Armstrong,1m88,24,82,9.9,1.8,3.2
Bill Cartwright,2m17,34,64,8,5.1,1.4
John Paxson,1m88,31,79,7,1.2,3.1
Stacey King,2m12,24,79,7,2.6,1
Will Perdue,2m14,26,77,4.5,4.1,1
Craig Hodges,1m90,31,56,4.3,0.4,1
Cliff Levingston,2m03,30,79,3.9,2.9,0.8
Scott Williams,2m09,23,63,3.4,3.9,0.8
Bob Hansen,1m98,30,66,2.5,1.1,1
Mark Randall,2m07,24,15,1.7,0.6,0.5
Dennis Hopson,1m96,26,2,1,0,0
Rory Sparrow,1m88,33,4,0.8,0.3,1
Chuck Nevitt,2m30,32,4,0.5,0.3,0.3
