Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Michael Jordan,1m99,34,82,28.7,5.8,3.5
Scottie Pippen,2m01,32,44,19.1,5.2,5.8
Toni Kukoc,2m12,29,74,13.3,4.4,4.2
Luc Longley,2m19,28,58,11.4,5.9,2.8
Ron Harper,1m99,33,82,9.3,3.5,2.9
Steve Kerr,1m91,32,50,7.5,1.5,1.9
Jason Caffey,2m04,24,51,5.3,3.4,0.7
Scott Burrell,2m01,26,80,5.2,2.5,0.8
Dennis Rodman,2m04,36,80,4.7,15,2.9
Randy Brown,1m89,29,71,4.1,1.3,2.1
Dickey Simpkins,2m09,25,21,3.7,1.5,0.8
Rusty LaRue,1m88,24,14,3.5,0.6,0.4
Bill Wennington,2m14,34,48,3.5,1.7,0.4
Jud Buechler,1m99,29,74,2.7,1,0.7
Joe Kleine,2m14,35,46,2,1.7,0.7
Keith Booth,1m99,23,6,1.7,0.7,0.2
David Vaughn,2m11,45,3,1.3,0.3,0
