Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Jerry Stackhouse,1m99,28,70,21.5,3.7,4.5
Michael Jordan,1m99,39,82,20,6.1,3.8
Larry Hughes,1m96,23,67,12.8,4.6,3.1
Tyronn Lue,1m84,25,75,8.6,2,3.5
Christian Laettner,2m12,33,76,8.3,6.6,3.1
Kwame Brown,2m11,20,80,7.4,5.3,0.7
Juan Dixon,1m91,24,42,6.4,1.7,1
Brendan Haywood,2m15,23,81,6.2,5,0.4
Etan Thomas,2m07,24,38,4.8,4.3,0.1
Bryon Russell,2m01,32,70,4.5,3,1
Jahidi White,2m07,26,16,4.2,4.6,0.1
Jared Jeffries,2m10,21,20,4,2.9,0.8
Bobby Simmons,2m01,22,36,3.3,2.1,0.6
Anthony Goldwire,1m89,31,5,2.6,0.6,0.2
Charles Oakley,2m07,39,42,1.8,2.5,1
Brian Cardinal,2m04,25,5,0.8,1,0.2
