Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Michael Jordan,1m99,26,82,33.6,6.9,6.3
Scottie Pippen,2m01,24,82,16.5,6.7,5.4
Horace Grant,2m09,24,80,13.4,7.9,2.8
Bill Cartwright,2m17,32,71,11.4,6.5,2
John Paxson,1m88,29,82,10,1.5,4.1
Stacey King,2m12,22,82,8.9,4.7,1.1
Craig Hodges,1m90,29,63,6.5,0.8,1.7
B.J. Armstrong,1m88,22,81,5.6,1.3,2.5
Will Perdue,2m14,24,77,3.8,2.8,0.6
Charles Davis,2m01,31,53,2.5,1.5,0.3
Jack Haley,2m08,25,11,2.3,1.6,0.4
Ed Nealy,2m01,29,46,2.3,3,0.6
Clifford Lett,1m92,24,4,1,0,0.3
Jeff Sanders,2m04,23,31,0.9,1.3,0.3
