Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Michael Jordan,1m99,22,18,22.7,3.6,2.9
Orlando Woolridge,2m06,26,70,20.7,5,3
Quintin Dailey,1m88,24,35,16.3,1.9,1.9
George Gervin,2m03,33,82,16.2,2.6,1.7
Sidney Green,2m06,24,80,13.5,8.2,1.7
Gene Banks,2m01,26,82,10.9,4.4,3.1
Charles Oakley,2m07,22,77,9.6,8.6,1.7
David Corzine,2m11,29,67,9.6,6.5,2.2
Kyle Macy,1m92,28,82,8.6,2.2,5.5
Jawann Oldham,2m15,28,52,7.4,5.9,0.7
Mike Holton,1m94,24,24,7.1,1.3,2
John Paxson,1m88,25,75,5.3,1.3,3.7
Rod Higgins,2m01,25,5,4.6,1.4,1
Tony Brown,1m98,25,10,4.5,1.6,1.4
Mike Smrek,2m13,23,38,2.8,2.9,0.5
Billy McKinney,1m83,30,9,2.4,0.6,1.4
Ron Brewer,1m93,30,4,1.8,0,0
