Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Amar'e Stoudemire,2m08,22,15,29.9,10.7,1.2
Steve Nash,1m91,30,15,23.9,4.8,11.3
Joe Johnson,2m03,23,9,18.8,4.3,3.3
Shawn Marion,2m01,26,15,17.6,11.8,1.5
Quentin Richardson,1m96,24,15,11.9,5.1,1.7
Jim Jackson,1m99,34,15,11,4.1,1.5
Steven Hunter,2m13,23,15,4,2.5,0.2
Leandro Barbosa,1m89,22,12,2.5,1.4,1
Walter McCarty,2m09,30,8,0.8,0.8,0.4
Bo Outlaw,2m04,33,1,0,0,1
