Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Predrag Stojakovic,2m07,27,5,22,5.2,1.4
Mike Bibby,1m89,26,5,19.6,4.4,6.6
Cuttino Mobley,1m94,29,5,14.8,2.8,1.8
Kenny Thomas,2m04,27,5,12,8.8,2.4
Brad Miller,2m12,28,5,11.2,3.8,3.2
Maurice Evans,1m96,26,3,6,2.3,1
Bobby Jackson,1m86,31,5,5.2,1.2,1.8
Corliss Williamson,2m01,31,5,5.2,1.2,0.6
Darius Songaila,2m03,26,5,4,2.8,0.6
Greg Ostertag,2m19,31,2,3,4.5,0
Eddie House,1m86,26,3,3,0.7,1.3
Brian Skinner,2m06,28,4,2,2.8,0.5
