Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Paul Pierce,2m01,27,7,22.9,7.7,4.6
Antoine Walker,2m06,28,6,16.7,7.3,2.3
Ricky Davis,1m99,25,7,12.4,3.6,2
Gary Payton,1m94,36,7,10.3,4.1,4.6
Raef Lafrentz,2m12,28,7,6.9,4.9,1.1
Al Jefferson,2m10,19,7,6.1,6.4,0.3
Marcus Banks,1m83,23,7,4.6,1.6,1
Delonte West,1m90,21,7,4.1,1.3,0.6
Tony Allen,1m93,22,7,2.7,1.7,0.3
Mark Blount,2m14,29,4,2,1.5,0.3
Kendrick Perkins,2m08,20,6,1.5,1,0
Justin Reed,2m04,22,6,1.2,0.2,0
