Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Dwyane Wade,1m92,22,14,27.4,5.7,6.6
Shaquille O'Neal,2m17,32,13,19.4,7.8,1.9
Eddie Jones,1m99,33,15,13.7,5.8,2.6
Damon Jones,1m91,28,15,12.1,2.7,4
Udonis Haslem,2m07,24,15,9.2,10,1
Keyon Dooling,1m91,24,15,7.3,1.1,1.7
Alonzo Mourning,2m09,34,15,6.1,4.8,0.3
Rasual Butler,2m01,25,12,4.7,1.5,0.6
Christian Laettner,2m12,35,13,2.2,1.9,0.5
Michael Doleac,2m12,27,9,1.8,1.6,0
Shandon Anderson,1m99,31,8,1,2.4,1
Steve Smith,2m04,35,3,0,0,0
