Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Zach Randolph,2m06,32,6,18.2,8.7,2.3
Marc Gasol,2m15,28,7,17.3,7.7,4.4
Mike Conley,1m85,26,7,15.9,4.6,7.9
Tony Allen,1m93,31,7,12.3,7.7,1.4
Courtney Lee,1m95,28,7,10,2,1.6
Beno Udrih,1m92,31,7,7.9,1.7,1.7
Mike Miller,2m04,33,7,7.3,3.7,1.3
James Johnson,2m03,26,3,6.3,2,0
Tayshaun Prince,2m05,33,7,3,1.4,0.9
Jon Leuer,2m10,24,3,3,2.7,0.7
Kosta Koufos,2m13,24,6,3,2.5,0.3
Ed Davis,2m08,24,7,0.9,2.1,0
Jamaal Franklin,1m98,22,2,0.5,0.5,0
