Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Zach Randolph,2m06,31,15,17.4,10,1.6
Marc Gasol,2m15,27,15,17.2,8.5,3.2
Mike Conley,1m85,25,15,17,4.7,7.1
Tony Allen,1m93,30,15,10.3,6.1,1.8
Jerryd Bayless,1m88,24,15,9.3,2,2.1
Quincy Pondexter,2m00,24,15,8.9,2.5,0.7
Tayshaun Prince,2m05,32,15,7,3.8,1.9
Darrell Arthur,2m06,24,15,3.9,2.5,0.4
Keyon Dooling,1m91,32,14,1.9,0.4,0.3
Austin Daye,2m08,24,4,1.8,0.3,0
Ed Davis,2m08,23,8,1.6,1.4,0
Tony Wroten,1m98,19,6,1.3,0.7,0.3
Jon Leuer,2m10,23,5,0.4,0.6,0
