Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Fred Van Vleet,1m77,25,11,19.6,4.4,6.9
Kyle Lowry,1m85,33,11,17.7,6.5,5.8
Pascal Siakam,2m06,25,11,17,7.5,3.8
Serge Ibaka,2m08,30,11,14.8,7.7,1.2
Norman Powell,1m92,26,11,13.4,2.4,1
Ogugua Anunoby,2m04,22,11,10.5,6.9,1.2
Terence Davis,1m93,22,6,7.2,2.2,1.2
Marc Gasol,2m15,34,11,6,4.4,2.6
Stanley Johnson,1m98,23,3,4.3,1.3,2
Matt Thomas,1m91,25,10,3.1,1.4,0.7
Malcolm Miller,2m01,26,1,3,0,0
Rondae Hollis-Jefferson,2m00,24,5,2.8,2,0.6
Chris Boucher,2m08,26,7,1.1,1.7,0.1
Paul Watson,2m01,25,2,1,0,0.5
