Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Shai Gilgeous-Alexander,1m98,25,75,30.1,5.5,6.2
Jalen Williams,1m97,22,71,19.1,4,4.5
Chet Holmgren,2m15,21,82,16.5,7.9,2.4
Josh Giddey,2m03,21,80,12.3,6.4,4.8
Luguentz Dort,1m94,24,79,10.9,3.6,1.4
Isaiah Joe,1m95,24,78,8.2,2.3,1.3
Aaron Wiggins,1m93,24,78,6.9,2.4,1.1
Cason Wallace,1m92,20,82,6.8,2.3,1.5
Gordon Hayward,2m05,33,26,5.3,2.5,1.6
Kenrich Williams,2m01,29,69,4.7,3,1.3
Ousmane Dieng,2m05,20,33,4,1.5,1.1
Jaylin Williams,2m08,21,69,4,3.4,1.6
Tre Mann,1m96,22,13,3.8,1.8,1.5
Lindy Waters,1m98,26,38,3.6,1.1,0.6
Vasilije Micic,1m96,29,30,3.3,0.8,2.5
Davis Bertans,2m08,31,15,2.9,0.7,0.6
Olivier Sarr,2m13,24,15,2.3,2.4,0.1
Bismack Biyombo,2m04,31,10,1.8,1.8,0.2
Adam Flagler,1m91,24,2,1.5,0,2
Keyontae Johnson,1m96,24,9,1.2,1.1,0.4
Aleksej Pokusevski,2m12,22,10,1.2,1,0.5
Mike Muscala,2m10,32,16,1.1,1.3,0.3
