Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Kevin Durant,2m08,35,75,27.1,6.6,5
Devin Booker,1m98,27,68,27.1,4.5,6.9
Bradley Beal,1m93,30,53,18.2,4.4,5
Grayson Allen,1m93,28,75,13.5,3.9,3
Eric Gordon,1m92,35,68,11,1.8,2
Jusuf Nurkic,2m12,29,76,10.9,11,4
Royce O'Neale,1m98,30,30,8.1,5.2,2.7
Bol Bol,2m18,24,42,5.3,3.3,0.4
Drew Eubanks,2m09,26,75,5.1,4.3,0.8
Chimezie Metu,2m11,26,37,5,3,0.5
Jordan Goodwin,1m91,25,40,5,2.9,2
Josh Okogie,1m94,25,60,4.6,2.6,1.1
Keita Bates-Diop,2m03,27,39,4.5,2.6,0.9
Yuta Watanabe,2m06,29,29,3.6,1.6,0.3
Nassir Little,1m99,23,45,3.4,1.7,0.5
Saben Lee,1m87,24,24,3,1.3,1.3
Thaddeus Young,2m03,35,10,2.3,2.8,0.7
Udoka Azubuike,2m09,24,16,2.2,2,0.2
Isaiah Thomas,1m74,34,6,1.3,0,0.5
David Roddy,1m95,22,17,1.3,0.6,0.2
Theo Maledon,1m92,22,4,1.3,0.3,0
Ishmail Wainright,1m97,29,4,0.8,1.3,0.3
