Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Nikola Jokic,2m09,28,79,26.4,12.4,9
Jamal Murray,1m94,26,59,21.2,4.1,6.5
Michael Porter,2m08,25,81,16.7,7,1.5
Aaron Gordon,2m05,28,73,13.9,6.5,3.5
Reggie Jackson,1m91,33,82,10.2,1.9,3.8
Kentavious Caldwell-Pope,1m95,30,76,10.1,2.4,2.4
Christian Braun,1m98,22,82,7.3,3.7,1.6
Peyton Watson,2m07,21,80,6.7,3.2,1.1
Julian Strawther,2m00,21,50,4.5,1.2,0.9
Justin Holiday,2m00,34,57,4.1,1.2,1.2
DeAndre Jordan,2m13,35,36,3.9,4.4,0.7
Collin Gillespie,1m90,24,24,3.6,0.9,1.1
Zeke Nnaji,2m10,22,58,3.2,2.2,0.6
Jalen Pickett,1m92,24,27,1.6,0.5,0.8
Jay Huff,2m16,26,20,1.2,0.6,0.1
Hunter Tyson,2m02,23,18,1.1,0.5,0.1
Braxton Key,2m02,26,20,1.1,0.9,0.5
