Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Paolo Banchero,2m08,21,80,22.6,6.9,5.4
Franz Wagner,2m05,22,72,19.7,5.3,3.7
Jalen Suggs,1m94,22,75,12.6,3.1,2.7
Cole Anthony,1m91,23,81,11.6,3.8,2.9
Wendell Carter,2m09,24,55,11,6.9,1.7
Moritz Wagner,2m11,26,80,10.9,4.3,1.2
Markelle Fultz,1m93,25,43,7.8,3.2,2.8
Gary Harris,1m93,29,54,6.9,1.7,1.6
Jonathan Isaac,2m06,26,58,6.8,4.5,0.5
Goga Bitadze,2m12,24,62,5,4.6,1.3
Anthony Black,2m01,19,69,4.6,2,1.3
Joe Ingles,2m04,36,68,4.4,2.1,3
Caleb Houstan,2m05,20,59,4.3,1.4,0.5
Trevelin Queen,1m98,26,14,2.9,1.4,1.3
Chuma Okeke,2m03,25,47,2.3,1.7,0.4
Kevon Harris,1m98,26,2,2,1,0.5
Jett Howard,2m00,20,18,1.6,0.4,0.3
Admiral Schofield,1m97,26,23,1.1,0.7,0.3
