Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Jayson Tatum,2m05,25,74,26.9,8.1,4.9
Jaylen Brown,2m00,27,70,23,5.5,3.6
Kristaps Porzingis,2m18,28,57,20.1,7.2,2
Derrick White,1m93,29,73,15.2,4.2,5.2
Jrue Holiday,1m90,33,69,12.5,5.4,4.8
Payton Pritchard,1m85,25,82,9.6,3.2,3.4
Sam Hauser,2m01,26,79,9,3.5,1
Al Horford,2m03,37,65,8.6,6.4,2.6
Neemias Queta,2m13,24,28,5.5,4.4,0.7
Luke Kornet,2m18,28,63,5.3,4.1,1.1
Xavier Tillman,2m02,24,20,4,2.7,1
Sviatoslav Mykhailiuk,1m96,26,41,4,1.2,0.9
Drew Peterson,2m02,24,3,3.7,0.3,0.3
Oshae Brissett,2m03,25,55,3.7,2.9,0.8
Lamar Stevens,1m98,26,19,2.8,1.6,0.4
Dalano Banton,2m06,24,24,2.3,1.5,0.8
Jaden Springer,1m93,21,17,2.1,1.2,0.5
JD Davison,1m92,21,8,2,1.3,1.3
Jordan Walsh,2m00,19,9,1.7,2.2,0.6
