Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Anthony Edwards,1m95,22,79,25.9,5.4,5.1
Karl-Anthony Towns,2m11,28,62,21.8,8.3,3
Rudy Gobert,2m15,31,76,14,12.9,1.3
Naz Reid,2m08,24,81,13.5,5.2,1.3
Mike Conley,1m85,36,76,11.4,2.9,5.9
Jaden McDaniels,2m05,23,72,10.5,3.1,1.4
Nickeil Alexander-Walker,1m97,25,82,8,2,2.5
Kyle Anderson,2m02,30,79,6.4,3.5,4.2
Monte Morris,1m89,28,27,5.1,1.7,2.3
Shake Milton,1m98,27,38,4.7,1.3,1.3
Troy Brown,1m98,24,37,4.2,1.9,0.9
Luka Garza,2m11,25,25,4,1.2,0.2
T.J. Warren,2m03,30,11,3.7,2,0.8
Jordan McLaughlin,1m85,27,56,3.5,1.3,2
Daishen Nix,1m94,21,15,1.8,0.2,0.4
Leonard Miller,1m96,20,17,1.7,1.2,0.5
Josh Minott,2m03,21,32,1.6,0.5,0.3
Wendell Moore,1m97,22,25,0.7,0.5,0.2
Justin Jackson,2m03,28,2,0,0,0
