Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Zion Williamson,2m01,23,70,22.9,5.8,5
Brandon Ingram,2m03,26,64,20.8,5.1,5.7
C.J. McCollum,1m92,32,66,20,4.3,4.6
Trey Murphy III,2m06,23,57,14.8,4.9,2.2
Jonas Valanciunas,2m10,31,82,12.2,8.8,2.1
Herbert Jones,2m01,40,76,11,3.6,2.6
Jordan Hawkins,-,21,67,7.8,2.2,1
Jose Alvarado,1m83,25,56,7.1,2.3,2.1
Naji Marshall,2m01,25,66,7.1,3.6,1.9
Dyson Daniels,1m97,20,61,5.8,3.9,2.7
Larry Nance,2m03,30,61,5.7,5,1.9
Matt Ryan,2m03,26,28,5.4,1.4,0.6
Izaiah Brockington,1m95,24,1,4,2,0
Jeremiah Robinson-Earl,2m06,23,39,2.9,1.9,0.5
Kira Lewis,1m90,22,15,2.9,0.9,1.2
Dereon Seabron,2m00,23,6,2.3,1.2,0.8
Cody Zeller,2m11,31,42,1.8,2.7,0.9
E.J. Liddell,2m00,23,8,0.5,0.6,0.1
Jalen Crutcher,1m88,24,1,0,0,0
Kaiser Gates,2m03,27,1,0,1,0
