Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Anfernee Simons,1m93,24,46,22.6,3.6,5.5
Jerami Grant,2m03,29,54,21,3.5,2.8
Deandre Ayton,2m09,25,55,16.7,11.1,1.6
Dalano Banton,2m06,24,30,16.7,4.8,3.6
Shaedon Sharpe,1m98,20,32,15.9,5,2.9
Malcolm Brogdon,1m97,31,39,15.7,3.8,5.5
Scoot Henderson,1m93,19,62,14,3.1,5.4
Duop Reath,2m11,27,68,9.1,3.7,1
Jabari Walker,2m02,21,72,8.9,7.1,1
Toumani Camara,1m94,23,70,7.5,4.9,1.2
Robert Williams,2m09,26,6,6.8,6.3,0.8
Skylar Mays,1m93,26,21,6.3,1.8,3.6
Kris Murray,2m02,23,62,6.1,3.6,1.3
Matisse Thybulle,1m97,26,65,5.4,2.1,1.4
Taze Moore,1m95,25,4,4.5,2,1.3
Ashton Hagans,1m91,24,19,4.2,2.4,2.8
Rayan Rupert,1m99,19,39,4,2.4,1.6
Moses Brown,2m18,24,22,3.4,3.9,0.3
Ishmail Wainright,1m97,29,7,2.9,1.3,0
Justin Minaya,1m93,24,34,1.8,1.6,0.6
Jamaree Bouyea,1m87,,6,1.7,1.7,1.3
Ibou Badji,2m16,21,22,1.5,2.3,0.6
