Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Ja Morant,1m91,24,9,25.1,5.6,8.1
Desmond Bane,1m96,25,42,23.7,4.4,5.5
Jaren Jackson Jr.,2m09,24,66,22.5,5.5,2.3
Gregory Jackson,2m03,19,48,14.6,4.1,1.2
Marcus Smart,1m92,29,20,14.5,2.7,4.3
Scotty Pippen Jr.,1m84,23,21,12.9,3.2,4.7
Lamar Stevens,1m98,26,19,11.5,5.1,1.1
Brandon Clarke,2m03,27,6,11.3,5.3,1.5
Luke Kennard,1m96,27,39,11,2.9,3.5
Jake LaRavia,2m01,22,35,10.8,3.7,1.7
Santiago Aldama,2m11,22,61,10.7,5.8,2.3
Vince Williams Jr.,1m98,23,52,10,5.6,3.4
Jordan Goodwin,1m91,25,17,10,8,4.5
David Roddy,1m95,22,48,8.4,4.2,1.6
Ziaire Williams,2m03,22,51,8.2,3.5,1.5
Derrick Rose,1m88,35,24,8,1.9,3.3
Trey Jemison,2m12,24,23,7.4,5.8,1.2
Joao Pereira,2m03,23,7,6.9,5.3,0.3
Xavier Tillman,2m02,24,34,6,4.6,1.7
Zavier Simpson,1m83,26,7,6,2.9,3.6
Jaylen Nowell,1m93,24,9,5.7,1.6,1.8
Bismack Biyombo,2m04,31,29,5.4,6.6,1.8
DeJon Jarreau,1m96,25,9,4.8,4.9,2.9
Jacob Gilyard,1m74,25,37,4.7,1.2,3.5
John Konchar,1m96,27,55,4.3,4.7,2
Matt Hurt,2m06,23,8,4,2,0.5
Wenyen Gabriel,2m06,26,5,3.4,5,0.6
Yuta Watanabe,2m06,29,5,2.6,1.8,1
Kenny Lofton,2m00,21,15,2.6,1,0.9
Timmy Allen,1m98,23,5,2.6,3.4,1
Tosan Evbuomwan,2m01,22,4,2.5,3.5,1.5
Jack White,1m95,26,4,1.5,3,0.3
Shaquille Harrison,1m92,30,3,0.7,0.7,0
