Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Pascal Siakam,2m06,29,41,21.3,7.8,3.7
Tyrese Haliburton,1m97,23,69,20.1,3.9,10.9
Myles Turner,2m11,27,77,17.1,6.9,1.3
Bennedict Mathurin,2m01,21,59,14.5,4,2
Aaron Nesmith,1m97,24,72,12.2,3.8,1.5
Bruce Brown,1m97,27,33,12.1,4.7,3
Buddy Hield,1m93,31,52,12,3.2,2.7
Obi Toppin,2m06,25,82,10.3,3.9,1.6
T.J. McConnell,1m86,31,71,10.2,2.7,5.5
Jalen Smith,2m08,23,61,9.9,5.5,1
Andrew Nembhard,1m96,23,68,9.2,2.1,4.1
Isaiah Jackson,2m08,21,58,6.6,4.1,0.9
Jordan Nwora,2m03,25,18,5.2,1.8,1
Ben Sheppard,1m97,22,57,4.4,1.6,0.9
Doug McDermott,2m01,31,18,4.2,0.6,0.7
Jarace Walker,2m01,20,33,3.6,1.9,1.2
Oscar Tshiebwe,2m06,24,8,3.3,2,0.3
Isaiah Wong,1m90,22,1,2,0,0
Daniel Theis,2m00,31,1,2,0,0
Kendall Brown,2m02,20,15,1.4,0.3,0.3
James Johnson,2m03,36,9,0.9,0.4,0.9
Quenton Jackson,1m95,,3,0.7,1.3,0.7
