Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
DeMar Derozan,2m00,34,79,24,4.3,5.3
Zach LaVine,1m96,28,25,19.5,5.2,3.9
Coby White,1m97,23,79,19.1,4.5,5.1
Nikola Vucevic,2m10,33,76,18,10.5,3.3
Javonte Green,1m93,30,9,12.2,7.4,0.6
Ayo Dosunmu,1m96,23,76,12.2,2.8,3.2
Alex Caruso,1m95,29,71,10.1,3.8,3.5
Patrick Williams,2m02,22,43,10,3.9,1.5
Andre Drummond,2m09,30,79,8.4,9,0.5
Torrey Craig,1m98,33,53,5.7,4.1,1.1
Jevon Carter,1m88,28,72,5,0.8,1.3
Adama Sanogo,2m00,21,9,4,4,0
Onuralp Bitim,1m96,24,23,3.5,1.4,0.6
Dalen Terry,2m00,21,59,3.1,1.9,1.4
Henri Drell,2m06,23,4,2.8,1,1
Julian Phillips,2m02,20,40,2.2,0.9,0.3
Terry Taylor,1m95,24,31,1.5,1.2,0.3
Andrew Funk,1m95,24,5,0,0,0
