Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Stephen Curry,1m90,35,74,26.4,4.5,5.1
Klay Thompson,2m01,33,77,17.9,3.3,2.3
Jonathan Kuminga,2m03,21,74,16.1,4.8,2.2
Andrew Wiggins,1m98,28,71,13.2,4.5,1.7
Brandin Podziemski,1m95,20,74,9.2,5.8,3.7
Chris Paul,1m81,38,58,9.2,3.9,6.8
Draymond Green,2m00,33,55,8.6,7.2,6
Moses Moody,1m98,21,66,8.1,3,0.9
Trayce Jackson-Davis,2m05,23,67,8.1,5.1,1.2
Dario Saric,2m07,29,64,8,4.4,2.3
Gary Payton II,1m90,31,44,5.5,2.6,1.1
Kevon Looney,2m06,27,74,4.5,5.7,1.8
Lester Quinones,1m95,23,37,4.4,1.9,1
Gui Santos,2m02,21,23,3.6,2.1,0.6
Cory Joseph,1m92,32,26,2.4,1.2,1.6
Jerome Robinson,1m96,26,22,1.4,0.3,0.2
Pat Spencer,1m90,27,6,0.7,0.7,0.8
Usman Garuba,2m03,21,6,0.5,1.2,0.2
