Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Tyrese Maxey,1m91,24,52,26.3,3.3,6.1
Joel Embiid,2m13,30,19,23.8,8.2,4.5
Quentin Grimes,1m97,24,28,21.9,5.2,4.5
Paul George,2m03,34,41,16.2,5.3,4.3
Jared McCain,1m91,20,23,15.3,2.4,2.6
Kelly Oubre,2m01,29,60,15.1,6.1,1.8
Lonnie Walker,1m92,26,20,12.4,3.2,2.5
Jared Butler,1m91,24,28,11.5,2.5,4.9
Guerschon Yabusele,1m98,29,70,11,5.6,2.1
Justin Edwards,2m03,,44,10.1,3.4,1.6
Caleb Martin,1m96,29,31,9.1,4.4,2.2
Oshae Brissett,2m03,26,6,8.7,3.7,0.7
Jalen Hood,1m97,21,13,7.8,2,2.8
Andre Drummond,2m09,31,40,7.3,7.8,0.9
Ricky Council IV,1m97,23,73,7.3,2.9,1.3
Jeff Dowtin,1m91,27,41,7,1.5,1.9
Chuma Okeke,2m03,26,7,6.9,6.1,1.9
Eric Gordon,1m92,36,39,6.8,1.2,1.7
Marcus Bagley,2m02,23,10,6.7,7,1
Kenyon Martin,1m98,23,24,6.4,3,0.8
Colin Castleton,2m11,24,5,6,7.4,2
David Roddy,1m95,23,3,6,3,1
Isaiah Mobley,2m07,25,1,6,4,5
Adem Bona,2m07,21,58,5.8,4.2,0.5
Alex Reese,2m08,25,14,5.3,3.3,0.3
Reggie Jackson,1m91,34,31,4.4,1.4,1.5
Kyle Lowry,1m85,38,35,3.9,1.9,2.7
Lester Quinones,1m95,24,4,2.3,1,0.3
Pete Nance,2m07,24,7,2.1,1.4,0.4
Phillip Wheeler,2m04,22,5,1.6,1.6,0.4
