Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Tyler Herro,1m96,24,77,23.9,5.2,5.5
Andrew Wiggins,1m98,29,17,19,4.2,3.3
Bam Adebayo,2m09,27,78,18.1,9.6,4.3
Jimmy Butler,2m00,35,25,17,5.2,4.8
Duncan Robinson,2m03,30,74,11,2.3,2.4
Nikola Jovic,2m08,21,46,10.7,3.9,2.8
Terry Rozier,1m85,30,64,10.6,3.7,2.6
Davion Mitchell,1m88,26,30,10.3,2.7,5.3
Kel'el Ware,2m14,20,64,9.3,7.4,0.9
Jaime Jaquez,1m97,23,66,8.6,4.4,2.5
Alec Burks,1m98,33,49,7.3,2.5,1.1
Kyle Anderson,2m02,31,25,6.7,3.8,2.6
Haywood Highsmith,1m96,28,74,6.5,3.4,1.5
Dru Smith,1m90,27,14,6.2,2.6,1.6
Kevin Love,2m08,36,23,5.3,4.1,1
Pelle Larsson,1m94,23,55,4.6,1.7,1.2
Thomas Bryant,2m08,27,10,4.1,3.2,0.4
Josh Richardson,1m98,31,8,4,1.5,1.5
Keshad Johnson,2m00,,16,2.7,1.8,0.3
Josh Christopher,1m96,23,14,2,0.6,0.6
Isaiah Stevens,1m82,24,3,0,0.7,0
