Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
R.J. Barrett,2m02,24,58,21.1,6.3,5.4
Scottie Barnes,2m06,23,65,19.3,7.7,5.8
Immanuel Quickley,1m94,25,33,17.1,3.5,5.8
Jakob Poeltl,2m13,29,57,14.5,9.6,2.8
Gradey Dick,2m02,21,54,14.4,3.6,1.8
Jared Rhoden,1m98,25,10,11.4,3.8,1.4
Ochai Agbaji,1m96,24,64,10.4,3.8,1.5
Chris Boucher,2m08,31,50,10,4.5,0.7
A.J. Lawson,2m00,24,26,9.1,3.3,1.2
Ja’Kobe Walter,1m95,19,52,8.6,3.1,1.6
Bruce Brown,1m97,28,18,8.4,3.8,1.6
Orlando Robinson,2m13,24,35,8.1,5.9,1.9
Cole Swider,2m02,25,8,7.4,3.1,0.3
Colin Castleton,2m11,24,11,7.2,6.9,1.6
Kelly Olynyk,2m13,33,24,7.1,3.7,2.3
Jamal Shead,1m84,22,75,7.1,1.5,4.2
Jamison Battle,2m00,23,59,7.1,2.7,0.9
Davion Mitchell,1m88,26,44,6.3,1.9,4.6
Jonathan Mogbo,2m02,23,63,6.2,4.9,2.3
Bruno Fernando,2m06,26,17,3.4,3,1.1
Garrett Temple,1m95,38,28,1.9,1,1.1
D.J. Carton,1m87,24,4,0.8,1,0.8
Ulrich Chomche,2m11,19,7,0.7,1.1,0.3
