Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Giannis Antetokounmpo,2m11,30,67,30.4,11.9,6.5
Damian Lillard,1m91,34,58,24.9,4.7,7.1
Kyle Kuzma,2m06,29,33,14.5,5.6,2.2
Bobby Portis,2m05,29,49,13.9,8.4,2.1
Brook Lopez,2m13,36,80,13,5,1.8
Khris Middleton,2m02,33,23,12.6,3.7,4.4
Kevin Porter,1m93,24,30,11.7,3.9,3.7
Gary Trent Jr.,1m95,25,74,11.1,2.3,1.2
Taurean Prince,2m01,30,80,8.2,3.6,1.9
A.J. Green,1m92,25,73,7.4,2.4,1.5
Ryan Rollins,1m92,22,56,6.2,1.9,1.9
Pat Connaughton,1m96,31,41,5.3,2.7,1.7
Pete Nance,2m07,24,6,3.8,1.8,1.2
Andre Jackson Jr.,1m97,23,67,3.4,2.7,1.2
Jamaree Bouyea,1m87,,5,3.4,1,2
Tyler Smith,2m05,20,23,2.9,1.1,0.2
AJ Johnson,1m96,20,7,2.9,1,1
Delon Wright,1m96,32,26,2.5,1.8,1.8
Jericho Sims,2m06,26,14,2.4,4.9,0.8
MarJon Beauchamp,1m98,24,26,2,1.2,0.3
Chris Livingston,1m97,21,21,1.4,1.7,0.2
Liam Robbins,2m12,25,13,0.7,0.9,0.2
Stanley Umude,1m97,,22,0.7,0.8,0.2
