Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Jalen Brunson,1m87,28,65,26,2.9,7.3
Karl-Anthony Towns,2m11,29,72,24.4,12.8,3.1
Ogugua Anunoby,2m04,27,74,18,4.8,2.2
Mikal Bridges,2m01,28,82,17.6,3.2,3.7
Josh Hart,1m96,29,77,13.6,9.6,5.9
Miles McBride,1m88,24,64,9.5,2.5,2.9
Cameron Payne,1m88,30,72,6.9,1.4,2.8
Precious Achiuwa,2m06,25,57,6.6,5.6,1
Landry Shamet,1m93,27,50,5.7,1.2,0.5
Mitchell Robinson,2m16,26,17,5.1,5.9,0.8
Delon Wright,1m96,32,14,4.3,1.4,2.1
P.J. Tucker,1m98,39,3,3,2.7,0
MarJon Beauchamp,1m98,24,6,2.5,1.5,0.2
Tyler Kolek,1m90,23,41,2,0.7,1.7
Ariel Hukporti,2m13,22,25,1.9,2,0.4
Pacome Dadiet,2m00,19,18,1.7,1,0.3
Jericho Sims,2m06,26,39,1.6,3.3,0.6
Kevin McCullar,1m97,23,4,1.5,2,0.5
Matt Ryan,2m03,27,19,1.5,0.4,0.2
Anton Watson,2m02,24,9,0.9,0.3,0.2
Jacob Toppin,2m00,24,16,0.4,0.7,0.3
